ProtID	Resistance_Type	Resistance_Class	Identity	Antibiotic_Resistance	Description
NP_797052	tet34	tet_xprt	80	tetracycline	Xanthine-guanine phosphoribosyltransferase. Mechanism detail unknown.
ZP_01260297	tet34	tet_xprt	80	tetracycline	Xanthine-guanine phosphoribosyltransferase. Mechanism detail unknown.
ZP_01990398	tet34	tet_xprt	80	tetracycline	Xanthine-guanine phosphoribosyltransferase. Mechanism detail unknown.
Q87RV3	tet34	tet_xprt	80	tetracycline	Xanthine-guanine phosphoribosyltransferase. Mechanism detail unknown.
BAC58936	tet34	tet_xprt	80	tetracycline	Xanthine-guanine phosphoribosyltransferase. Mechanism detail unknown.
ZP_02197344	tet34	tet_xprt	80	tetracycline	Xanthine-guanine phosphoribosyltransferase. Mechanism detail unknown.
ZP_00990220	tet34	tet_xprt	80	tetracycline	Xanthine-guanine phosphoribosyltransferase. Mechanism detail unknown.
ZP_01065755	tet34	tet_xprt	80	tetracycline	Xanthine-guanine phosphoribosyltransferase. Mechanism detail unknown.
YP_002418004	tet34	tet_xprt	80	tetracycline	Xanthine-guanine phosphoribosyltransferase. Mechanism detail unknown.
ZP_01813310	tet34	tet_xprt	80	tetracycline	Xanthine-guanine phosphoribosyltransferase. Mechanism detail unknown.
YP_002666586	tet34	tet_xprt	80	tetracycline	Xanthine-guanine phosphoribosyltransferase. Mechanism detail unknown.
NP_759331	tet34	tet_xprt	80	tetracycline	Xanthine-guanine phosphoribosyltransferase. Mechanism detail unknown.
NP_933648	tet34	tet_xprt	80	tetracycline	Xanthine-guanine phosphoribosyltransferase. Mechanism detail unknown.
Q8DF90	tet34	tet_xprt	80	tetracycline	Xanthine-guanine phosphoribosyltransferase. Mechanism detail unknown.
CAD55718	tet36	tet_RPP	80	tetracycline	Ribosomal protection protein, which protects ribosome from the translation inhibition of tetracycline.
AAN28721	tet37	tet_flavo	80	tetracycline	Flavoproteins. Mechanism detail unknown. Only one such protein found in oral metagenome. 
ZP_03615711	tet37	tet_flavo	80	tetracycline	Flavoproteins. Mechanism detail unknown. Only one such protein found in oral metagenome. 
YP_185026	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_492856	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_498699	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001331116	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001574065	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ABX28186	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
NP_370661	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
NP_373374	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001245506	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001315277	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001440726	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAB56299	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAV80464	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAF77019	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
NP_644926	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_042236	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_415591	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_03986393	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_04016185	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_039604	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_03561873	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_03566720	tet38	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAW66497	tet39	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAM12479	tet40	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAP58293	tet40	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_03486481	tet40	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ACI02010	tet40	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_03730065	tet40	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAP93922	tet41	tet_efflux	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAC42503	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
NP_858026	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
NP_957551	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_067901	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_112359	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_190205	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_194897	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_209309	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_709176	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001551809	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_02664570	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_02681532	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001746863	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001911158	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_002112912	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
P02982	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAN41000	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAD57192	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAD97540	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAR05750	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAG25425	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAG30850	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAT37598	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAJ65831	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAI47018	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAK02678	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ACK44537	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAX51337	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ACH85847	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001598107	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001715341	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001740033	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001691008	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_03063089	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_03072008	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_002879464	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAF31521	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAJ77066	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ABF71536	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAM88375	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ACB20260	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ACN81011	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAD11599	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAC79064	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_133836	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAG27784	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_758652	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001687666	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAO38186	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAK12659	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAJ85682	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_002332890	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAA24909	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001101921	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001139953	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_002894578	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAM22221	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAN06707	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAC41338	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ABS19068	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ABS19074	tetA	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_195816	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_002394587	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_002405954	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_002405715	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAQ86952	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_002038880	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_02961649	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ABY77969	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAC10599	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
NP_052931	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
NP_941291	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001096450	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001101850	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_02814178	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_04650756	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
P02980	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAD50247	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAN77728	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAC67133	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ABO48509	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAC67138	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAC67139	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
NP_058295	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
NP_569429	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
NP_863368	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001551912	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_02900823	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001746874	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001816585	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_03064786	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_002048356	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_002291038	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_002456172	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAF68936	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAL08445	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAB91576	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAH64771	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAM91612	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAQ51387	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAC67143	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAC67134	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAC67135	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAC67137	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAC67140	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAC67141	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAF42006	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAC67136	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ABA71359	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAC44638	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAC67142	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ABW39616	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAA23880	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAB59094	tetB	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAR96043	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001481436	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_002296036	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAG80214	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ACI02017	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001687825	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
NP_387461	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
NP_444549	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_133930	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001409236	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_03028067	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_03281237	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_03288322	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_03310506	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_03647338	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_03659635	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_03732265	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_03801687	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_03837959	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_04022638	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_04538422	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_04665984	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_04672223	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAC67144	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAC67145	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAC67146	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAL69693	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ACE95679	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
NP_052244	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
NP_958729	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
P02981	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAA08269	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
NP_387454	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
NP_511233	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
XP_002333050	tetC	TET_EFFLUX	85	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
Q02652	tet	tet_RPP	80	tetracycline	Ribosomal protection protein, which protects ribosome from the translation inhibition of tetracycline.
NP_625085	tet	tet_RPP	80	tetracycline	Ribosomal protection protein, which protects ribosome from the translation inhibition of tetracycline.
CAJ88549	tet	tet_RPP	80	tetracycline	Ribosomal protection protein, which protects ribosome from the translation inhibition of tetracycline.
BAC67147	tetD	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAC67148	tetD	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAC67149	tetD	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAF42014	tetD	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAL75564	tetD	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_908601	tetD	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001102244	tetD	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001338866	tetD	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_02226531	tetD	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001966176	tetD	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_002791388	tetD	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_04405445	tetD	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAL75557	tetD	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAA26088	tetD	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAA03719	tetD	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAC67150	tetD	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAF38029	tetD	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAF42025	tetD	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
P33733	tetD	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001144056	tetE	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ABI30354	tetE	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAC81916	tetE	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
Q07282	tetE	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAA71915	tetE	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
BAC67151	tetG	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001715369	tetG	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAD25095	tetG	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAJ77034	tetG	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAM88407	tetG	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
P51563	tetG	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAK02051	tetG	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAC98496	tetG	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ABZ01843	tetG	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAA76069	tetH	TET_EFFLUX	87	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
P51564	tetH	TET_EFFLUX	87	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAD55841	tetH	TET_EFFLUX	87	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001785055	tetH	TET_EFFLUX	87	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001966263	tetH	TET_EFFLUX	87	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_002172685	tetH	TET_EFFLUX	87	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAA75663	tetH	TET_EFFLUX	87	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ACI02884	tetH	TET_EFFLUX	87	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAQ51492	tetH	TET_EFFLUX	87	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_001569046	tetH	TET_EFFLUX	87	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAC08220	tetH	TET_EFFLUX	87	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAR14158	tetH	TET_EFFLUX	87	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAY54278	tetH	TET_EFFLUX	87	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAD12753	tetJ	TET_EFFLUX	87	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
ZP_03841721	tetJ	TET_EFFLUX	87	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_002152117	tetJ	TET_EFFLUX	87	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
NP_040465	tetK	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
NP_053795	tetK	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
NP_863256	tetK	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_184748	tetK	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_209652	tetK	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
P02983	tetK	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
AAB28795	tetK	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
CAI59787	tetK	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
YP_492684	tetK	TET_EFFLUX	80	tetracycline	Major facilitator superfamily transporter, tetracycline efflux pump.
